Year_Month,Card_type,Line,Trip
Oct-19,Employee,Newcastle Light Rail,22
Oct-19,Adult,Newcastle Light Rail,1883
Oct-19,CTP,Newcastle Light Rail,312
Oct-19,Child/Youth,Newcastle Light Rail,60
Oct-19,Concession,Newcastle Light Rail,354
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Nov-19,Senior/Pensioner,Newcastle Light Rail,282
Nov-19,Free Travel,Newcastle Light Rail,4
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Nov-19,Employee,Newcastle Light Rail,1
Nov-19,Adult,Newcastle Light Rail,873
Nov-19,CTP,Newcastle Light Rail,380
Nov-19,Child/Youth,Newcastle Light Rail,121
Nov-19,Concession,Newcastle Light Rail,127
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,12
Nov-19,Senior/Pensioner,Newcastle Light Rail,964
Nov-19,School Student,Newcastle Light Rail,60
Nov-19,Free Travel,Newcastle Light Rail,11
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Nov-19,Employee,Newcastle Light Rail,11
Nov-19,Adult,Newcastle Light Rail,1992
Nov-19,CTP,Newcastle Light Rail,468
Nov-19,Child/Youth,Newcastle Light Rail,86
Nov-19,Concession,Newcastle Light Rail,190
Nov-19,Senior/Pensioner,Newcastle Light Rail,640
Nov-19,School Student,Newcastle Light Rail,59
Nov-19,Free Travel,Newcastle Light Rail,12
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,8
Nov-19,Employee,Newcastle Light Rail,9
Nov-19,Adult,Newcastle Light Rail,2013
Nov-19,CTP,Newcastle Light Rail,380
Nov-19,Child/Youth,Newcastle Light Rail,69
Nov-19,Concession,Newcastle Light Rail,164
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,42
Nov-19,Senior/Pensioner,Newcastle Light Rail,632
Nov-19,Free Travel,Newcastle Light Rail,11
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,32
Nov-19,Employee,Newcastle Light Rail,4
Nov-19,Adult,Newcastle Light Rail,1378
Nov-19,CTP,Newcastle Light Rail,459
Nov-19,Child/Youth,Newcastle Light Rail,350
Nov-19,Concession,Newcastle Light Rail,141
Nov-19,Senior/Pensioner,Newcastle Light Rail,662
Nov-19,School Student,Newcastle Light Rail,69
Nov-19,Free Travel,Newcastle Light Rail,24
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,9
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Nov-19,Employee,Newcastle Light Rail,6
Nov-19,Adult,Newcastle Light Rail,2064
Nov-19,CTP,Newcastle Light Rail,467
Nov-19,Child/Youth,Newcastle Light Rail,138
Nov-19,Concession,Newcastle Light Rail,297
Nov-19,Senior/Pensioner,Newcastle Light Rail,843
Nov-19,School Student,Newcastle Light Rail,67
Nov-19,Free Travel,Newcastle Light Rail,14
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,16
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Nov-19,Employee,Newcastle Light Rail,15
Nov-19,Adult,Newcastle Light Rail,1959
Nov-19,CTP,Newcastle Light Rail,417
Nov-19,Child/Youth,Newcastle Light Rail,201
Nov-19,Concession,Newcastle Light Rail,200
Nov-19,Senior/Pensioner,Newcastle Light Rail,852
Nov-19,School Student,Newcastle Light Rail,82
Nov-19,Free Travel,Newcastle Light Rail,28
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,29
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-19,Employee,Newcastle Light Rail,5
Nov-19,Adult,Newcastle Light Rail,2062
Nov-19,CTP,Newcastle Light Rail,410
Nov-19,Child/Youth,Newcastle Light Rail,84
Nov-19,Concession,Newcastle Light Rail,130
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,7
Nov-19,Senior/Pensioner,Newcastle Light Rail,486
Nov-19,Free Travel,Newcastle Light Rail,11
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Nov-19,Employee,Newcastle Light Rail,7
Nov-19,Adult,Newcastle Light Rail,965
Nov-19,CTP,Newcastle Light Rail,233
Nov-19,Child/Youth,Newcastle Light Rail,185
Nov-19,Concession,Newcastle Light Rail,86
Nov-19,Senior/Pensioner,Newcastle Light Rail,850
Nov-19,School Student,Newcastle Light Rail,67
Nov-19,Free Travel,Newcastle Light Rail,26
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,5
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Nov-19,Employee,Newcastle Light Rail,6
Nov-19,Adult,Newcastle Light Rail,2098
Nov-19,CTP,Newcastle Light Rail,499
Nov-19,Child/Youth,Newcastle Light Rail,221
Nov-19,Concession,Newcastle Light Rail,212
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,14
Nov-19,Senior/Pensioner,Newcastle Light Rail,925
Nov-19,School Student,Newcastle Light Rail,68
Nov-19,Free Travel,Newcastle Light Rail,15
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Nov-19,Employee,Newcastle Light Rail,14
Nov-19,Adult,Newcastle Light Rail,2305
Nov-19,CTP,Newcastle Light Rail,633
Nov-19,Child/Youth,Newcastle Light Rail,66
Nov-19,Concession,Newcastle Light Rail,350
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Nov-19,Senior/Pensioner,Newcastle Light Rail,340
Nov-19,Free Travel,Newcastle Light Rail,6
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Nov-19,Employee,Newcastle Light Rail,8
Nov-19,Adult,Newcastle Light Rail,1190
Nov-19,CTP,Newcastle Light Rail,539
Nov-19,Child/Youth,Newcastle Light Rail,195
Nov-19,Concession,Newcastle Light Rail,133
Nov-19,Senior/Pensioner,Newcastle Light Rail,837
Nov-19,School Student,Newcastle Light Rail,58
Nov-19,Free Travel,Newcastle Light Rail,23
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,17
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Nov-19,Employee,Newcastle Light Rail,6
Nov-19,Adult,Newcastle Light Rail,1832
Nov-19,CTP,Newcastle Light Rail,408
Nov-19,Child/Youth,Newcastle Light Rail,69
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,14
Nov-19,Concession,Newcastle Light Rail,144
Nov-19,Senior/Pensioner,Newcastle Light Rail,922
Nov-19,School Student,Newcastle Light Rail,67
Nov-19,Free Travel,Newcastle Light Rail,20
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Nov-19,Employee,Newcastle Light Rail,6
Nov-19,Adult,Newcastle Light Rail,2372
Nov-19,CTP,Newcastle Light Rail,622
Nov-19,Child/Youth,Newcastle Light Rail,179
Nov-19,Concession,Newcastle Light Rail,234
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,22
Nov-19,Senior/Pensioner,Newcastle Light Rail,904
Nov-19,School Student,Newcastle Light Rail,46
Nov-19,Free Travel,Newcastle Light Rail,29
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Nov-19,Employee,Newcastle Light Rail,15
Nov-19,Adult,Newcastle Light Rail,2346
Nov-19,CTP,Newcastle Light Rail,611
Nov-19,Child/Youth,Newcastle Light Rail,134
Nov-19,Concession,Newcastle Light Rail,165
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,27
Nov-19,Senior/Pensioner,Newcastle Light Rail,612
Nov-19,Free Travel,Newcastle Light Rail,5
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,11
Nov-19,Employee,Newcastle Light Rail,6
Nov-19,Adult,Newcastle Light Rail,1356
Nov-19,CTP,Newcastle Light Rail,507
Nov-19,Child/Youth,Newcastle Light Rail,241
Nov-19,Concession,Newcastle Light Rail,136
Nov-19,Day Pass without SAF,Newcastle Light Rail,1
Nov-19,Senior/Pensioner,Newcastle Light Rail,542
Nov-19,School Student,Newcastle Light Rail,58
Nov-19,Free Travel,Newcastle Light Rail,14
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,12
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Nov-19,Employee,Newcastle Light Rail,14
Nov-19,Adult,Newcastle Light Rail,1686
Nov-19,CTP,Newcastle Light Rail,362
Nov-19,Child/Youth,Newcastle Light Rail,63
Nov-19,Concession,Newcastle Light Rail,185
Nov-19,Senior/Pensioner,Newcastle Light Rail,818
Nov-19,School Student,Newcastle Light Rail,61
Nov-19,Free Travel,Newcastle Light Rail,25
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,13
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-19,Employee,Newcastle Light Rail,21
Nov-19,Adult,Newcastle Light Rail,1947
Nov-19,CTP,Newcastle Light Rail,364
Nov-19,Child/Youth,Newcastle Light Rail,47
Nov-19,Concession,Newcastle Light Rail,167
Nov-19,Day Pass without SAF,Newcastle Light Rail,1
Nov-19,Senior/Pensioner,Newcastle Light Rail,835
Nov-19,School Student,Newcastle Light Rail,59
Nov-19,Free Travel,Newcastle Light Rail,15
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,35
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Nov-19,Employee,Newcastle Light Rail,13
Nov-19,Adult,Newcastle Light Rail,1997
Nov-19,CTP,Newcastle Light Rail,518
Nov-19,Child/Youth,Newcastle Light Rail,75
Nov-19,Concession,Newcastle Light Rail,171
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,19
Nov-19,Senior/Pensioner,Newcastle Light Rail,853
Nov-19,School Student,Newcastle Light Rail,47
Nov-19,Free Travel,Newcastle Light Rail,24
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Nov-19,Employee,Newcastle Light Rail,12
Nov-19,Adult,Newcastle Light Rail,2214
Nov-19,CTP,Newcastle Light Rail,726
Nov-19,Child/Youth,Newcastle Light Rail,137
Nov-19,Concession,Newcastle Light Rail,220
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,13
Nov-19,Senior/Pensioner,Newcastle Light Rail,967
Nov-19,School Student,Newcastle Light Rail,63
Nov-19,Free Travel,Newcastle Light Rail,20
Nov-19,Senior/Pensioner,Newcastle Light Rail,803
Nov-19,School Student,Newcastle Light Rail,44
Nov-19,Free Travel,Newcastle Light Rail,18
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,11
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Nov-19,Employee,Newcastle Light Rail,9
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-19,Adult,Newcastle Light Rail,2206
Nov-19,Employee,Newcastle Light Rail,9
Nov-19,CTP,Newcastle Light Rail,454
Nov-19,Child/Youth,Newcastle Light Rail,135
Nov-19,Concession,Newcastle Light Rail,198
Nov-19,Adult,Newcastle Light Rail,2021
Nov-19,CTP,Newcastle Light Rail,411
Nov-19,Child/Youth,Newcastle Light Rail,162
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,26
Nov-19,Concession,Newcastle Light Rail,175
Nov-19,Senior/Pensioner,Newcastle Light Rail,492
Nov-19,Free Travel,Newcastle Light Rail,2
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Nov-19,Employee,Newcastle Light Rail,2
Nov-19,Adult,Newcastle Light Rail,1002
Nov-19,CTP,Newcastle Light Rail,280
Nov-19,Child/Youth,Newcastle Light Rail,214
Nov-19,Concession,Newcastle Light Rail,96
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Nov-19,Senior/Pensioner,Newcastle Light Rail,538
Nov-19,Free Travel,Newcastle Light Rail,13
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Nov-19,Employee,Newcastle Light Rail,12
Nov-19,Adult,Newcastle Light Rail,1185
Nov-19,CTP,Newcastle Light Rail,504
Nov-19,Child/Youth,Newcastle Light Rail,190
Nov-19,Concession,Newcastle Light Rail,107
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,13
Nov-19,Senior/Pensioner,Newcastle Light Rail,938
Nov-19,School Student,Newcastle Light Rail,73
Nov-19,Free Travel,Newcastle Light Rail,24
Nov-19,Employee,Newcastle Light Rail,16
Nov-19,Adult,Newcastle Light Rail,2196
Nov-19,CTP,Newcastle Light Rail,559
Nov-19,Child/Youth,Newcastle Light Rail,117
Nov-19,Concession,Newcastle Light Rail,359
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,30
Nov-19,Senior/Pensioner,Newcastle Light Rail,853
Nov-19,School Student,Newcastle Light Rail,71
Nov-19,Free Travel,Newcastle Light Rail,19
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Nov-19,Employee,Newcastle Light Rail,5
Nov-19,Adult,Newcastle Light Rail,1945
Nov-19,CTP,Newcastle Light Rail,460
Nov-19,Child/Youth,Newcastle Light Rail,82
Nov-19,Concession,Newcastle Light Rail,158
Nov-19,Senior/Pensioner,Newcastle Light Rail,902
Nov-19,School Student,Newcastle Light Rail,58
Nov-19,Free Travel,Newcastle Light Rail,20
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,21
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Nov-19,Employee,Newcastle Light Rail,12
Nov-19,Adult,Newcastle Light Rail,2012
Nov-19,CTP,Newcastle Light Rail,431
Nov-19,Child/Youth,Newcastle Light Rail,88
Nov-19,Concession,Newcastle Light Rail,375
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,32
Nov-19,Senior/Pensioner,Newcastle Light Rail,788
Nov-19,Free Travel,Newcastle Light Rail,10
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,22
Nov-19,Employee,Newcastle Light Rail,7
Nov-19,Adult,Newcastle Light Rail,1302
Nov-19,CTP,Newcastle Light Rail,476
Nov-19,Child/Youth,Newcastle Light Rail,332
Nov-19,Concession,Newcastle Light Rail,110
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,12
Nov-19,Senior/Pensioner,Newcastle Light Rail,899
Nov-19,School Student,Newcastle Light Rail,68
Nov-19,Free Travel,Newcastle Light Rail,11
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Nov-19,Employee,Newcastle Light Rail,22
Nov-19,Adult,Newcastle Light Rail,2175
Nov-19,CTP,Newcastle Light Rail,461
Nov-19,Child/Youth,Newcastle Light Rail,107
Nov-19,Concession,Newcastle Light Rail,321
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,12
Nov-19,Senior/Pensioner,Newcastle Light Rail,440
Nov-19,Free Travel,Newcastle Light Rail,4
Nov-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Nov-19,Employee,Newcastle Light Rail,3
Nov-19,Adult,Newcastle Light Rail,983
Nov-19,CTP,Newcastle Light Rail,263
Nov-19,Child/Youth,Newcastle Light Rail,225
Nov-19,Concession,Newcastle Light Rail,104
Nov-19,Senior/Pensioner,Newcastle Light Rail,778
Nov-19,School Student,Newcastle Light Rail,63
Nov-19,Free Travel,Newcastle Light Rail,16
Nov-19,Sgl Trip LR Adult,Newcastle Light Rail,5
Nov-19,Employee,Newcastle Light Rail,15
Nov-19,Adult,Newcastle Light Rail,2004
Nov-19,CTP,Newcastle Light Rail,398
Nov-19,Child/Youth,Newcastle Light Rail,48
Nov-19,Concession,Newcastle Light Rail,319
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,25
Dec-19,Employee,Newcastle Light Rail,9
Dec-19,Senior/Pensioner,Newcastle Light Rail,866
Dec-19,School Student,Newcastle Light Rail,59
Dec-19,Free Travel,Newcastle Light Rail,19
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,12
Dec-19,Adult,Newcastle Light Rail,1928
Dec-19,CTP,Newcastle Light Rail,457
Dec-19,Child/Youth,Newcastle Light Rail,110
Dec-19,Concession,Newcastle Light Rail,166
Dec-19,Employee,Newcastle Light Rail,18
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,16
Dec-19,Senior/Pensioner,Newcastle Light Rail,730
Dec-19,School Student,Newcastle Light Rail,45
Dec-19,Free Travel,Newcastle Light Rail,16
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Dec-19,Adult,Newcastle Light Rail,1989
Dec-19,CTP,Newcastle Light Rail,505
Dec-19,Child/Youth,Newcastle Light Rail,126
Dec-19,Concession,Newcastle Light Rail,142
Dec-19,Employee,Newcastle Light Rail,17
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,20
Dec-19,Senior/Pensioner,Newcastle Light Rail,703
Dec-19,School Student,Newcastle Light Rail,43
Dec-19,Free Travel,Newcastle Light Rail,14
Dec-19,Adult,Newcastle Light Rail,1879
Dec-19,CTP,Newcastle Light Rail,353
Dec-19,Child/Youth,Newcastle Light Rail,65
Dec-19,Concession,Newcastle Light Rail,141
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,18
Dec-19,Employee,Newcastle Light Rail,4
Dec-19,Adult,Newcastle Light Rail,1270
Dec-19,CTP,Newcastle Light Rail,338
Dec-19,Child/Youth,Newcastle Light Rail,236
Dec-19,Concession,Newcastle Light Rail,88
Dec-19,Senior/Pensioner,Newcastle Light Rail,573
Dec-19,Free Travel,Newcastle Light Rail,10
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,19
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,8
Dec-19,Employee,Newcastle Light Rail,12
Dec-19,Senior/Pensioner,Newcastle Light Rail,878
Dec-19,School Student,Newcastle Light Rail,40
Dec-19,Free Travel,Newcastle Light Rail,18
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Dec-19,Adult,Newcastle Light Rail,2193
Dec-19,CTP,Newcastle Light Rail,477
Dec-19,Child/Youth,Newcastle Light Rail,258
Dec-19,Concession,Newcastle Light Rail,214
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,32
Dec-19,Employee,Newcastle Light Rail,11
Dec-19,Senior/Pensioner,Newcastle Light Rail,573
Dec-19,Free Travel,Newcastle Light Rail,4
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,14
Dec-19,Adult,Newcastle Light Rail,1525
Dec-19,CTP,Newcastle Light Rail,745
Dec-19,Child/Youth,Newcastle Light Rail,282
Dec-19,Employee,Newcastle Light Rail,9
Dec-19,Concession,Newcastle Light Rail,108
Dec-19,Senior/Pensioner,Newcastle Light Rail,822
Dec-19,School Student,Newcastle Light Rail,44
Dec-19,Free Travel,Newcastle Light Rail,15
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,7
Dec-19,Adult,Newcastle Light Rail,2067
Dec-19,CTP,Newcastle Light Rail,554
Dec-19,Child/Youth,Newcastle Light Rail,98
Dec-19,Concession,Newcastle Light Rail,220
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,4
Dec-19,Employee,Newcastle Light Rail,7
Dec-19,Adult,Newcastle Light Rail,1086
Dec-19,CTP,Newcastle Light Rail,323
Dec-19,Child/Youth,Newcastle Light Rail,133
Dec-19,Concession,Newcastle Light Rail,63
Dec-19,Senior/Pensioner,Newcastle Light Rail,565
Dec-19,Free Travel,Newcastle Light Rail,11
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,10
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,11
Dec-19,Employee,Newcastle Light Rail,12
Dec-19,Senior/Pensioner,Newcastle Light Rail,897
Dec-19,School Student,Newcastle Light Rail,50
Dec-19,Free Travel,Newcastle Light Rail,8
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Dec-19,Adult,Newcastle Light Rail,2157
Dec-19,CTP,Newcastle Light Rail,564
Dec-19,Child/Youth,Newcastle Light Rail,122
Dec-19,Concession,Newcastle Light Rail,146
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,12
Dec-19,Employee,Newcastle Light Rail,4
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Dec-19,Senior/Pensioner,Newcastle Light Rail,356
Dec-19,Free Travel,Newcastle Light Rail,7
Dec-19,Concession,Newcastle Light Rail,32
Dec-19,Child/Youth,Newcastle Light Rail,136
Dec-19,CTP,Newcastle Light Rail,230
Dec-19,Adult,Newcastle Light Rail,629
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,25
Dec-19,Employee,Newcastle Light Rail,14
Dec-19,Senior/Pensioner,Newcastle Light Rail,824
Dec-19,School Student,Newcastle Light Rail,58
Dec-19,Free Travel,Newcastle Light Rail,13
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Dec-19,Adult,Newcastle Light Rail,2541
Dec-19,CTP,Newcastle Light Rail,792
Dec-19,Child/Youth,Newcastle Light Rail,175
Dec-19,Concession,Newcastle Light Rail,172
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,23
Dec-19,Employee,Newcastle Light Rail,20
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,2
Dec-19,Senior/Pensioner,Newcastle Light Rail,822
Dec-19,School Student,Newcastle Light Rail,38
Dec-19,Free Travel,Newcastle Light Rail,16
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Dec-19,Adult,Newcastle Light Rail,2462
Dec-19,Employee,Newcastle Light Rail,20
Dec-19,Senior/Pensioner,Newcastle Light Rail,807
Dec-19,School Student,Newcastle Light Rail,62
Dec-19,Free Travel,Newcastle Light Rail,9
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Dec-19,CTP,Newcastle Light Rail,767
Dec-19,Adult,Newcastle Light Rail,2003
Dec-19,Child/Youth,Newcastle Light Rail,261
Dec-19,CTP,Newcastle Light Rail,508
Dec-19,Concession,Newcastle Light Rail,212
Dec-19,Child/Youth,Newcastle Light Rail,235
Dec-19,Concession,Newcastle Light Rail,171
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,13
Dec-19,Employee,Newcastle Light Rail,15
Dec-19,Day Pass without SAF,Newcastle Light Rail,2
Dec-19,Senior/Pensioner,Newcastle Light Rail,803
Dec-19,School Student,Newcastle Light Rail,17
Dec-19,Free Travel,Newcastle Light Rail,17
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,16
Dec-19,Adult,Newcastle Light Rail,2637
Dec-19,CTP,Newcastle Light Rail,1012
Dec-19,Child/Youth,Newcastle Light Rail,377
Dec-19,Concession,Newcastle Light Rail,165
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,11
Dec-19,Employee,Newcastle Light Rail,1
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Dec-19,Senior/Pensioner,Newcastle Light Rail,375
Dec-19,Free Travel,Newcastle Light Rail,2
Dec-19,Concession,Newcastle Light Rail,33
Dec-19,Child/Youth,Newcastle Light Rail,58
Dec-19,CTP,Newcastle Light Rail,132
Dec-19,Adult,Newcastle Light Rail,639
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,17
Dec-19,Employee,Newcastle Light Rail,3
Dec-19,Adult,Newcastle Light Rail,1016
Dec-19,CTP,Newcastle Light Rail,486
Dec-19,Child/Youth,Newcastle Light Rail,228
Dec-19,Concession,Newcastle Light Rail,96
Dec-19,Senior/Pensioner,Newcastle Light Rail,481
Dec-19,Free Travel,Newcastle Light Rail,7
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,16
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,13
Dec-19,Employee,Newcastle Light Rail,8
Dec-19,Senior/Pensioner,Newcastle Light Rail,500
Dec-19,Free Travel,Newcastle Light Rail,13
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,11
Dec-19,Adult,Newcastle Light Rail,1037
Dec-19,CTP,Newcastle Light Rail,312
Dec-19,Child/Youth,Newcastle Light Rail,234
Dec-19,Concession,Newcastle Light Rail,101
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,7
Dec-19,Employee,Newcastle Light Rail,7
Dec-19,Senior/Pensioner,Newcastle Light Rail,863
Dec-19,School Student,Newcastle Light Rail,53
Dec-19,Free Travel,Newcastle Light Rail,7
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,9
Dec-19,Adult,Newcastle Light Rail,2175
Dec-19,CTP,Newcastle Light Rail,512
Dec-19,Child/Youth,Newcastle Light Rail,199
Dec-19,Concession,Newcastle Light Rail,108
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,20
Dec-19,Employee,Newcastle Light Rail,5
Dec-19,Senior/Pensioner,Newcastle Light Rail,424
Dec-19,Free Travel,Newcastle Light Rail,2
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Dec-19,Adult,Newcastle Light Rail,938
Dec-19,CTP,Newcastle Light Rail,247
Dec-19,Child/Youth,Newcastle Light Rail,123
Dec-19,Concession,Newcastle Light Rail,80
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,43
Dec-19,Employee,Newcastle Light Rail,7
Dec-19,Day Pass without SAF,Newcastle Light Rail,1
Dec-19,Adult,Newcastle Light Rail,1214
Dec-19,CTP,Newcastle Light Rail,460
Dec-19,Child/Youth,Newcastle Light Rail,262
Dec-19,Concession,Newcastle Light Rail,59
Dec-19,Free Travel,Newcastle Light Rail,8
Dec-19,Senior/Pensioner,Newcastle Light Rail,614
Dec-19,Sgl Trip LR Child/Youth,Newcastle Light Rail,31
Dec-19,Sgl Trip LR Adult,Newcastle Light Rail,33
Dec-19,Employee,Newcastle Light Rail,5
Dec-19,Adult,Newcastle Light Rail,1273
Dec-19,CTP,Newcastle Light Rail,493
Dec-19,Child/Youth,Newcastle Light Rail,298
